customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
4369-NYSCF,no,male,0,0,0,56,1,0,dsl,0,1,0,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 75.75, ""total"": ""4284.65""}",0,0
4373-MAVJG,yes,female,0,1,1,14,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 90.9, ""total"": ""1259""}",0,0
4373-VVHQL,no,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 44.75, ""total"": ""44.75""}",0,0
4374-YMUSQ,no,male,0,0,0,34,1,1,fiber_optic,1,1,1,1,1,1,one year,0,credit card (automatic),"{""monthly"": 116.25, ""total"": ""3899.05""}",0,0
4376-KFVRS,no,male,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 114.05, ""total"": ""8468.2""}",0,0
4377-VDHYI,no,male,0,1,1,32,1,0,fiber_optic,1,1,0,0,0,1,one year,1,electronic check,"{""monthly"": 90.8, ""total"": ""3023.85""}",0,0
4378-BZYFP,no,male,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,1,mailed check,"{""monthly"": 20.5, ""total"": ""365.8""}",0,1
4378-MYPGO,no,male,0,1,1,68,1,0,fiber_optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),"{""monthly"": 105.25, ""total"": ""7173.15""}",0,0
4381-MHQDC,no,female,0,0,0,47,1,1,dsl,1,0,1,1,0,0,two year,1,mailed check,"{""monthly"": 65.0, ""total"": ""2879.9""}",0,0
4385-GZQXV,yes,female,1,0,0,16,1,0,fiber_optic,0,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 94.45, ""total"": ""1511.2""}",0,0
4385-ZKVNW,no,male,0,1,1,44,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 54.9, ""total"": ""2549.1""}",0,0
4389-UEFCZ,no,female,0,1,0,72,1,1,fiber_optic,1,0,1,0,1,1,two year,1,electronic check,"{""monthly"": 105.5, ""total"": ""7544""}",0,0
4390-KYULV,yes,male,0,1,0,3,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 20.55, ""total"": ""51.15""}",0,1
4391-LNRXK,no,male,0,0,0,22,1,0,fiber_optic,0,1,1,1,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 94.95, ""total"": ""2142.8""}",0,0
4391-RESHN,yes,male,0,0,0,23,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,mailed check,"{""monthly"": 104.05, ""total"": ""2470.1""}",0,0
4393-GEADV,no,male,0,1,1,70,1,1,fiber_optic,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 114.75, ""total"": ""7842.3""}",0,0
4393-OBCRR,no,female,0,0,0,3,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.25, ""total"": ""71.2""}",0,1
4393-RYCRE,no,male,0,0,0,44,1,0,fiber_optic,1,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 106.05, ""total"": ""4510.8""}",0,0
4395-PZMSN,no,male,1,0,0,5,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 85.55, ""total"": ""408.5""}",0,0
4396-KLSEH,no,male,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 19.85, ""total"": ""63""}",0,1
4397-FRLTA,no,female,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.15, ""total"": ""84.5""}",0,1
4398-HSCJH,yes,female,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 63.6, ""total"": ""155.65""}",0,0
4402-FTBXC,no,male,0,0,0,54,1,0,fiber_optic,1,0,1,0,1,0,month-to-month,0,mailed check,"{""monthly"": 89.8, ""total"": ""4667""}",0,0
4403-BWPAY,no,male,0,0,0,14,1,1,no,0,0,0,0,0,0,one year,1,credit card (automatic),"{""monthly"": 24.8, ""total"": ""321.7""}",0,1
4404-HIBDJ,yes,female,0,0,0,25,1,0,dsl,1,1,1,1,1,0,one year,0,mailed check,"{""monthly"": 74.3, ""total"": ""1863.8""}",0,0
4412-YLTKF,yes,female,1,0,0,27,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 78.05, ""total"": ""2135.5""}",0,0
4415-IJZTP,yes,female,0,0,0,1,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.5, ""total"": ""74.5""}",0,0
4415-WNGVR,no,female,1,1,0,12,1,0,dsl,1,0,1,1,1,1,one year,1,electronic check,"{""monthly"": 79.2, ""total"": ""943.85""}",0,0
4418-LZMSV,no,male,0,1,1,13,1,0,dsl,0,1,1,1,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 61.8, ""total"": ""750.1""}",0,0
4419-UJMUS,no,male,0,1,1,69,1,1,fiber_optic,0,0,0,1,1,1,two year,1,electronic check,"{""monthly"": 99.35, ""total"": ""6856.45""}",0,0
4422-QVIJA,no,female,0,0,1,35,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 50.15, ""total"": ""1655.35""}",0,0
4423-JWZJN,no,male,0,1,1,64,1,1,fiber_optic,0,0,1,0,0,1,one year,0,credit card (automatic),"{""monthly"": 90.25, ""total"": ""5629.15""}",0,0
4423-YLHDV,yes,female,0,1,0,21,1,1,fiber_optic,1,0,1,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 104.4, ""total"": ""2200.25""}",0,0
4424-TKOPW,yes,male,1,0,0,2,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 93.85, ""total"": ""196.75""}",0,0
4425-OWHWB,no,female,0,0,0,20,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),"{""monthly"": 19.35, ""total"": ""433.75""}",0,1
4429-WYGFR,no,male,0,0,0,26,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 49.15, ""total"": ""1237.3""}",0,0
4430-UZIPO,yes,male,0,0,0,3,0,0,dsl,0,1,0,1,0,0,month-to-month,1,mailed check,"{""monthly"": 36.85, ""total"": ""108.7""}",1,0
4430-YHXGG,no,female,0,0,1,4,1,1,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 25.45, ""total"": ""84.2""}",0,1
4431-EDMIQ,no,female,0,1,1,7,1,0,dsl,1,1,1,1,1,0,month-to-month,1,electronic check,"{""monthly"": 75.7, ""total"": ""554.05""}",0,0
4432-ADRLB,yes,male,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 44.65, ""total"": ""74.9""}",0,0
4433-JCGCG,yes,male,1,1,0,46,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 101.0, ""total"": ""4680.05""}",0,0
4438-GGYWL,nan,male,0,1,1,62,1,1,fiber_optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 115.55, ""total"": ""7159.05""}",0,0
4439-JMPMT,yes,female,0,1,1,5,1,0,fiber_optic,0,0,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 85.75, ""total"": ""470.95""}",0,0
4439-YRNVD,no,female,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month-to-month,0,electronic check,"{""monthly"": 36.25, ""total"": ""374""}",1,0
4441-NIHPT,yes,female,1,0,0,13,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.3, ""total"": ""940.35""}",0,0
4443-EMBNA,no,female,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.75, ""total"": ""1836.9""}",0,1
4445-KWOKW,no,female,0,0,0,42,1,1,dsl,1,1,0,0,0,0,one year,1,bank transfer (automatic),"{""monthly"": 60.15, ""total"": ""2421.6""}",0,0
4445-ZJNMU,no,male,0,0,0,9,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 99.3, ""total"": ""918.75""}",0,0
4446-BZKHU,yes,male,0,1,0,61,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 105.55, ""total"": ""6281.45""}",0,0
4450-DLLMH,no,male,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 71.3, ""total"": ""157.75""}",0,0
4450-MDZFX,no,male,0,1,1,60,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 74.35, ""total"": ""4453.3""}",0,0
4450-YOOHP,no,female,0,0,0,39,0,0,dsl,0,0,1,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 50.65, ""total"": ""1905.4""}",1,0
4451-RWASJ,no,male,0,1,1,15,1,0,no,0,0,0,0,0,0,one year,1,mailed check,"{""monthly"": 19.5, ""total"": ""239.75""}",0,1
4452-QIIEB,no,male,0,0,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 43.9, ""total"": ""278.4""}",0,0
4452-ROHMO,no,female,0,0,0,15,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.6, ""total"": ""331.6""}",0,1
4455-BFSPD,no,female,0,1,0,61,1,1,fiber_optic,0,0,0,1,1,1,one year,0,bank transfer (automatic),"{""monthly"": 101.15, ""total"": ""6383.9""}",0,0
4456-RHSNB,no,female,0,1,1,19,1,0,dsl,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 49.6, ""total"": ""962.9""}",0,0
4458-KVRBJ,no,male,0,0,0,59,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.0, ""total"": ""1510.5""}",0,1
4459-BBGHE,no,male,0,0,1,30,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 44.5, ""total"": ""1307.8""}",1,0
4462-CYWMH,no,male,1,1,0,62,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 89.8, ""total"": ""5629.55""}",0,0
4464-JCOLN,yes,male,0,1,1,2,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.85, ""total"": ""35.9""}",0,1
4465-VDKIQ,no,female,0,0,0,18,1,0,fiber_optic,0,1,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 77.8, ""total"": ""1358.6""}",0,0
4468-KAZHE,no,female,1,1,0,20,1,0,dsl,0,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 60.0, ""total"": ""1259.35""}",0,0
4468-MLDTH,nan,male,0,0,0,4,1,0,dsl,0,0,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 61.3, ""total"": ""249.4""}",0,0
4468-YDOVK,no,male,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 48.65, ""total"": ""235.2""}",0,0
4471-KXAUH,yes,female,0,1,0,42,1,1,fiber_optic,0,0,1,1,0,0,month-to-month,1,electronic check,"{""monthly"": 84.3, ""total"": ""3588.4""}",0,0
4471-OIIDG,nan,female,0,0,0,10,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.6, ""total"": ""1060.2""}",0,0
4472-LVYGI,no,female,0,1,1,0,0,0,dsl,1,0,1,1,1,0,two year,1,bank transfer (automatic),"{""monthly"": 52.55, ""total"": "" ""}",1,0
4472-VESGY,no,female,0,1,1,52,1,1,fiber_optic,1,1,1,0,0,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 98.15, ""total"": ""4993.4""}",0,0
4475-NVTLU,no,male,0,1,1,45,1,0,no,0,0,0,0,0,0,two year,0,electronic check,"{""monthly"": 19.2, ""total"": ""903.7""}",0,1
4476-OSWTN,no,male,1,1,0,69,1,1,fiber_optic,1,0,1,1,1,1,one year,1,mailed check,"{""monthly"": 110.55, ""total"": ""7610.1""}",0,0
4477-QAXWD,nan,male,0,1,0,25,0,0,dsl,0,0,1,0,1,0,one year,1,credit card (automatic),"{""monthly"": 38.1, ""total"": ""970.4""}",1,0
4480-MBMLB,no,female,0,0,0,36,1,1,fiber_optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 104.8, ""total"": ""3886.45""}",0,0
4480-QQRHC,no,female,1,0,0,8,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 74.05, ""total"": ""600.15""}",0,0
4482-EWFMI,no,female,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.7, ""total"": ""135.2""}",0,0
4482-FTFFX,no,male,0,0,0,5,1,0,dsl,0,0,1,1,0,0,month-to-month,0,electronic check,"{""monthly"": 56.15, ""total"": ""291.45""}",0,0
4484-CGXFK,yes,female,0,0,0,3,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 55.3, ""total"": ""196.15""}",0,0
4484-GLZOU,yes,female,0,1,0,52,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 105.05, ""total"": ""5624.85""}",0,0
4486-EFAEB,no,male,0,0,0,13,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 20.4, ""total"": ""251.65""}",0,1
4487-ZYJZK,no,female,0,1,1,38,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 19.6, ""total"": ""763.1""}",0,1
4488-KQFDT,no,female,0,0,0,61,1,1,fiber_optic,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 103.95, ""total"": ""6423""}",0,0
4488-PSYCG,yes,male,0,0,0,16,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 20.25, ""total"": ""327.45""}",0,1
4489-SNOJF,yes,female,0,1,1,35,1,1,dsl,1,0,1,1,1,0,month-to-month,0,electronic check,"{""monthly"": 72.25, ""total"": ""2568.55""}",0,0
4495-LHSSK,no,female,0,0,1,18,1,1,dsl,1,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 57.65, ""total"": ""992.7""}",0,0
4498-WRAJX,nan,male,1,1,1,71,1,1,fiber_optic,1,1,0,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 105.1, ""total"": ""7548.1""}",0,0
4500-HKANN,no,male,0,1,1,23,1,1,dsl,0,1,0,1,0,0,two year,0,mailed check,"{""monthly"": 59.7, ""total"": ""1414.2""}",0,0
4501-EQDRN,yes,female,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 69.7, ""total"": ""69.7""}",0,0
4501-UYKBC,no,female,1,0,0,46,1,1,dsl,0,0,1,1,0,1,one year,1,credit card (automatic),"{""monthly"": 69.1, ""total"": ""3255.35""}",0,0
4501-VCPFK,no,male,0,0,0,26,0,0,dsl,0,0,1,1,0,0,month-to-month,0,electronic check,"{""monthly"": 35.75, ""total"": ""1022.5""}",1,0
4503-BDXBD,yes,male,0,0,0,11,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 74.95, ""total"": ""815.5""}",0,0
4504-YOULA,no,female,0,1,1,35,1,1,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 59.45, ""total"": ""2136.9""}",0,0
4505-EXZHB,yes,female,1,0,0,6,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 74.4, ""total"": ""434.1""}",0,0
4508-OEBEY,no,male,0,1,0,31,1,0,dsl,1,1,1,1,0,1,one year,1,credit card (automatic),"{""monthly"": 75.5, ""total"": ""2424.45""}",0,0
4510-HIMLV,yes,male,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.8, ""total"": ""69.8""}",0,0
4510-PYUSH,yes,female,1,0,0,38,1,0,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 57.15, ""total"": ""2250.65""}",0,0
4512-ZUIYL,yes,female,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 70.0, ""total"": ""153.05""}",0,0
4513-CXYIX,no,female,1,1,0,71,1,1,fiber_optic,1,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 80.7, ""total"": ""5676""}",0,0
4514-GFCFI,yes,female,1,0,0,16,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 84.75, ""total"": ""1350.15""}",0,0
4518-FZBSX,no,male,0,1,1,42,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.25, ""total"": ""854.9""}",0,1
4521-WFJAI,no,male,0,0,0,56,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 25.95, ""total"": ""1444.05""}",0,1
4521-YEEHE,no,female,0,1,0,18,1,1,fiber_optic,0,0,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 88.85, ""total"": ""1594.75""}",0,0
4522-AKYLR,no,female,1,0,0,13,1,0,dsl,0,1,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 54.8, ""total"": ""731.3""}",0,0
4522-XRWWI,no,male,0,1,0,42,1,1,dsl,1,0,0,1,1,1,one year,0,credit card (automatic),"{""monthly"": 80.45, ""total"": ""3375.9""}",0,0
4523-WXCEF,yes,female,0,1,0,59,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,0,electronic check,"{""monthly"": 101.1, ""total"": ""6039.9""}",0,0
4524-QCSSM,no,male,0,0,0,26,0,0,dsl,1,1,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 44.65, ""total"": ""1156.55""}",1,0
4525-VZCZG,no,male,0,0,1,54,1,0,fiber_optic,1,1,0,1,1,1,one year,1,electronic check,"{""monthly"": 105.85, ""total"": ""5826.65""}",0,0
4526-EXKKN,no,male,0,0,0,40,1,1,no,0,0,0,0,0,0,two year,1,mailed check,"{""monthly"": 24.6, ""total"": ""973.95""}",0,1
4526-RMTLL,no,male,0,1,1,8,1,1,dsl,1,1,0,1,0,1,two year,1,credit card (automatic),"{""monthly"": 76.15, ""total"": ""645.8""}",0,0
4526-ZJJTM,no,female,1,1,0,25,1,0,fiber_optic,0,1,1,0,0,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 88.4, ""total"": ""2191.15""}",0,0
4529-CKBCL,yes,female,0,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 80.2, ""total"": ""146.05""}",0,0
4530-NDRKU,no,female,0,1,1,42,1,0,no,0,0,0,0,0,0,one year,1,electronic check,"{""monthly"": 19.05, ""total"": ""761.85""}",0,1
4531-AUZNK,no,female,0,1,1,51,1,1,fiber_optic,1,0,0,1,1,0,one year,1,mailed check,"{""monthly"": 95.15, ""total"": ""5000.05""}",0,0
4534-WGCIR,no,female,0,1,1,58,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 25.15, ""total"": ""1509.9""}",0,1
4536-IPCKQ,nan,male,0,0,0,56,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,0,electronic check,"{""monthly"": 98.6, ""total"": ""5581.05""}",0,0
4536-PLEQY,no,male,0,1,0,12,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,credit card (automatic),"{""monthly"": 85.05, ""total"": ""999.8""}",0,0
4537-CIBHB,no,female,0,1,1,9,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.25, ""total"": ""172.35""}",0,1
4537-DKTAL,no,female,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 45.55, ""total"": ""84.4""}",0,0
4538-WNTMJ,no,female,0,1,1,46,1,1,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 24.95, ""total"": ""1165.9""}",0,1
4541-RMRLG,yes,male,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.25, ""total"": ""112.3""}",0,1
4544-RXFMG,no,male,0,1,1,8,1,0,dsl,0,0,0,0,0,0,one year,1,mailed check,"{""monthly"": 43.45, ""total"": ""345.5""}",0,0
4546-FOKWR,no,female,0,0,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 74.75, ""total"": ""1129.35""}",0,0
4547-FZJWE,no,male,0,1,1,55,1,0,dsl,1,0,0,0,0,1,one year,0,credit card (automatic),"{""monthly"": 59.45, ""total"": ""3157""}",0,0
4547-KQRTM,yes,female,0,0,0,10,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 80.05, ""total"": ""830.7""}",0,0
4547-LYTDD,yes,female,0,0,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 72.65, ""total"": ""1194.3""}",0,0
4548-SDBKE,yes,female,0,0,0,5,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 85.2, ""total"": ""474.8""}",0,0
4549-ZDQYY,no,female,0,0,0,52,1,0,dsl,1,0,1,1,0,0,one year,0,credit card (automatic),"{""monthly"": 57.95, ""total"": ""3042.25""}",0,0
4550-EVXNY,yes,female,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.65, ""total"": ""69.65""}",0,0
4550-VBOFE,yes,male,1,1,0,70,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 102.95, ""total"": ""7101.5""}",0,0
4553-DVPZG,no,female,0,1,0,62,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 101.35, ""total"": ""6164.7""}",0,0
4554-YGZIH,yes,male,1,1,0,49,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,0,credit card (automatic),"{""monthly"": 90.05, ""total"": ""4547.25""}",0,0
4555-YIGPD,nan,female,0,0,1,4,0,0,dsl,1,1,1,0,1,1,month-to-month,1,mailed check,"{""monthly"": 57.2, ""total"": ""223.75""}",1,0
4558-CGYCZ,no,male,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.75, ""total"": ""78.3""}",0,1
4558-FANTW,yes,female,0,1,1,17,1,0,fiber_optic,1,0,0,1,1,0,month-to-month,0,electronic check,"{""monthly"": 91.85, ""total"": ""1574.45""}",0,0
4559-UWIHT,no,male,0,1,0,14,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 82.65, ""total"": ""1185""}",0,0
4560-WQAQW,no,female,0,0,0,59,1,1,dsl,1,0,0,1,0,1,one year,0,bank transfer (automatic),"{""monthly"": 68.7, ""total"": ""4070.95""}",0,0
4565-EVZMJ,no,female,0,0,0,47,1,0,dsl,1,1,0,1,0,0,one year,1,mailed check,"{""monthly"": 58.9, ""total"": ""2813.05""}",0,0
4565-NLZBV,no,female,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 24.65, ""total"": ""1710.15""}",0,1
4566-GOLUK,yes,male,0,1,1,47,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 107.35, ""total"": ""5118.95""}",0,0
4566-NECEV,no,male,0,0,0,5,1,1,fiber_optic,0,1,1,0,0,1,month-to-month,0,electronic check,"{""monthly"": 96.55, ""total"": ""500.1""}",0,0
4566-QVRRW,yes,female,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 44.05, ""total"": ""483.7""}",0,0
4567-AKPIA,no,female,0,1,1,41,1,1,fiber_optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 109.1, ""total"": ""4454.25""}",0,0
4568-KNYWR,no,male,0,0,0,52,1,0,dsl,1,1,0,0,1,0,two year,1,credit card (automatic),"{""monthly"": 63.25, ""total"": ""3342.45""}",0,0
4568-TTZRT,no,male,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.4, ""total"": ""181.8""}",0,1
4570-QHXHL,no,female,0,0,0,9,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 43.75, ""total"": ""405.7""}",0,0
4572-DVCGN,yes,female,0,0,0,10,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 80.25, ""total"": ""846""}",0,0
4573-JKNAE,no,male,0,0,1,12,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 19.35, ""total"": ""212.3""}",0,1
4576-CSAJH,yes,male,0,0,0,22,1,0,dsl,0,1,0,1,0,0,one year,1,credit card (automatic),"{""monthly"": 55.15, ""total"": ""1193.05""}",0,0
4578-PHJYZ,no,male,0,1,1,52,1,0,dsl,0,1,1,1,1,0,one year,1,electronic check,"{""monthly"": 68.75, ""total"": ""3482.85""}",0,0
4580-TMHJU,yes,female,0,1,1,43,1,0,dsl,0,0,0,0,1,0,month-to-month,0,electronic check,"{""monthly"": 56.15, ""total"": ""2499.3""}",0,0
4581-LNWUM,no,female,0,0,0,13,0,0,dsl,0,0,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 49.15, ""total"": ""649.4""}",1,0
4581-SSPWD,yes,female,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 75.8, ""total"": ""246.3""}",0,0
4583-PARNH,no,male,1,1,0,16,1,0,fiber_optic,0,0,1,1,0,1,month-to-month,1,electronic check,"{""monthly"": 91.55, ""total"": ""1540.05""}",0,0
4584-LBNMK,no,male,1,1,0,45,1,1,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 24.7, ""total"": ""1174.35""}",0,1
4585-HETAI,yes,female,0,1,1,4,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 73.75, ""total"": ""325.45""}",0,0
4585-XOMAN,nan,male,1,1,0,34,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 85.2, ""total"": ""2874.45""}",0,0
4587-NUKOX,yes,female,0,0,0,3,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 79.1, ""total"": ""246.5""}",0,0
4587-VVTOX,yes,female,0,1,0,6,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 105.3, ""total"": ""545.2""}",0,0
4588-YBNIB,yes,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 19.6, ""total"": ""19.6""}",0,1
4589-IUAJB,no,male,0,1,0,70,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.25, ""total"": ""1724.15""}",0,1
4592-IWTJI,yes,female,0,1,1,3,0,0,dsl,1,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 29.7, ""total"": ""91.7""}",1,0
